Comment,Sentiment
selamat mister dapet 1 jt ,1
mister lanjutin dong stumble guys,1
i respect to everyone who were involved in this seriously the best piece that i ve ever seen on youtube hats off to well all love your videos ,1
i respect every one who were involved in this seriously the best piece that ive ever seen on youtube hats off to well all love your videos ,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,1
lets take the moment to appreciate how much effort he puts into the content for us ,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always request us the audience and his team and he is always polite in all of his videos we congratulations ourselves on this achievement more to come and everything to come,1
2722 oui je constate leffet de netteté et de clarté cest tellement mieux maintenant m4f wahouu ,1
ilets all appreciate the amount of effort this man puts in his videos amazing keep grinding bro i love the videos,1
hey i have being a fan since you guys started i followed you guys since i was youngkeep up the great work ,1
great job guys love watching you guys with my 5 year old son wish i had seen this video a couple days ago before we spent so much time confused by all the dragon ball z stuff too ,1
you guys make my day every time you play together as a family like this keep it up ,1
you’ll do awesome videos i always love watching them,1
wow you guys are amazing ive been watching you forever and i love your videos keep up the great work,1
great job keep the content up kcity fam,1
love you guys so much  please keep up the good work,1
hui das noch um 130uhr rauszuhauen ist ne feine sache  danke hab ich was für den rest der nachtschicht ,1
ede war meistens derjenige der am offensten den ankündigungen gegenüberstand what a time to be alive d,1
vielen dank dass ihr euch die mühe gemacht und die einzelnen kapitel erstellt habt ,1
chúc chú ri mạnh khỏe nha chú ,1
im surprised getting all the collectibles didnt even get an honorable mention theres been more than enough people who couldnt 100 the arkham games simply because they didnt like the riddler trophy collecting quest especially arkham knight due to how many times you had to use the batmobile just for those collectibles,0
the one that annoyed me was the borderlands 1 when to obtain you had to play online with someone from gearbox or with someone who already had the trophy they changed it for the rerelease to playing with three players at once,0
i always adored ffviii my older brother gifted me with the strategy guide when i first bought it so that may have something to do with it lol that said if youre trying to 100 ffviii on the og north american release good luck a strategy guide will not help you get the ribbon,1
the original infamous hurt my soul i played through the campaign twice on hard to get the platinum only to find out while i was doing cleanup that the stunt master trophy cant be completed post game i had all but one stunt to knock 3 enemies off a roof at once when you clear out an area enemies no longer spawn in large numbers therefore there isnt enough enemies to get the stunt i didnt have it in me to start another campaign the sad part is i had tried the stunt on multiple occasions only for it to glitch and not award the stunt,0
ac3 was super annoying when first released because of having to pass the mission the first time without any retry problem was the controls were clunky af and the goals of the missions most of the time were annoying or without too much logic like do not touch water,0
multiplayer trophies tied to the platinum will always always be the worst,0
so glad you did multiplayer awards lumped with single player awards that is the biggest bullshit for single game players that dont want to listen to children screaming neck beards eating or just racist hateful crap just for a trophy,0
i honestly feel like cod mw on did it best on xbox 360 achievements for single player and challenges for multiplayer that was 2007 now i’m 34 with a wife and kids it’s almost unimaginable trying to do 100 a game with multiplayer supporting a family and working,1
you guys are really getting your moneys worth with the new background music,1
làm tiếp tập 14 đi ah hay quá ,1
em chúc anh có thật nhiều sức khẻo và ra thật nhiều video hơn nè,1
i love watching these normal things being turned into cool hidden forts keep up the great work must have snacks,1
love all your unique and fun video ideas andrew and justin keep up the phenomenal work ,1
i love watching these normal things being turned into cool hidden forts keep up the great work must have snacks,1
i love watching these normal things being turned into cool hidden forts keep up the great work must have snacks,1
i love watching these normal things being turned into cool hidden forts keep up the great work must have snacks,1
i love watching these normal things being turned into cool hidden forts keep up the great work must have snacks,1
i love watching these normal things being turned into cool hidden forts keep up the great work must have snacks,1
 i love how there making permanent changes to their house for our entertainment  ,1
really addictive i dont believe it and im still here ,0
very well done for awesome music,1
nice edition,1
good ,1
cool mix,1
top mix,1
one of the best thing about this dude is that he never takes credit for himself when he achieves he always respect the audience ande he is polite in all of his videos,1
one of the best thing about this dude is that he never takes credit of his own accomplishments he always respects his audience and his teams and he is polite in all of his videos we congratulate ourselves on our accomplishments this video is so amazing,1
we can all agree that she never disappoints us with his content she is my fav youtuber 100,1
one of the best thing about this dude is that he never takes credit of his own accomplishments he always respects his audience and his teams and he is polite in all of his videos we congratulate ourselves on our accomplishments this video is so amazing,1
one of the best thing about this dude is that he never takes credit of his own accomplishments he always respects his audience and his teams and he is polite in all of his videos we congratulate ourselves on our accomplishments this video is so amazing,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is polite in all his videos we congratulate ourselves on this achievement more to come,1
one of the best things about dude is that he never takes credit for himself when he achieves somethinghe always respect us the audienceand his team and he always polite in all of his video,1
so we can all agree that this man never disappoint us with his videos,1
so we can all agree that this man never disappoint us with his videos,1
one of the best things about dude is that he never takes credit for himself when he achieves something he always respect us the audienceand his team and he always polite in all of his video,1
the only unrealistic part is having consistent connection with very little delay because even in this decade big pings and lags is still a common occurences,0
as someone living in the future i can confirm that this is perfectly accurate,1
i remember doing this back in 2000 good times talking about his mother,1
this honestly sounded like a legitimate prediction until the last part xd,1
wow the concept of sending games over the internet lines sounds so compelling i wish online multiplayer was real ,1
impossible nothing like that could ever be made,0
man i love seeing old media predict the future correctly they even showed the lack of joy all gamers have,1
implying that this insult has been passed down for decades quickly we must continue the legacy,0
wow im so excited for the future alongside flying cars 2000 is looking to be rad,1
ilets all appreciate the amount of effort this man puts in his videos amazing keep grinding bro i love the videos,1
let’s take the moment to appreciate how much effort he puts into his for us great job mate,1
the skins just got released and hes the first one who ive seen that have it love this content him and other fortnite youtubers make,1
was not expecting this collab thank you for the daily content you always kill it for us d,1
love the videos and the work you put into it keep it up,1
best man ever his content is always good ,1
keep it up tg love the content,1
the skins just got released and hes the first one who ive seen that have it love this content him and other fortnite youtubers make,1
as a destiny veteran and current destiny 2 tourneys player i think they did pretty good with zavala and the others ikora and exo stranger,1
massive thank you to everyone for checking out the video i went back and forward on making it whether it was too negative or not but very reassuring to know its not just me noticing these things and wanting to talk about them cheers scott,1
i adopted a mindset of delaying my gaming brain by a year if a game comes out in 2022 i wait until 2023 i get it at its cheapest and usually complete i have been doing this with every game i buy for the last 5 years and i have saved so much money while enjoying the games much more,1
i used to preorder games to get the “collectible” toy that was sought after the items got really cheap really fast not worth it they also tell you that there may not be enough copies that never happened there was always enough copies,0
good video these are the kinds of topics and discussions the gaming industry needs to need to be having now publishers developers the media and gamers themselves have to throw one in though for every game with a yearly release i also have to point out games with decade or more release cycle how long between gta 5 and 6 fallout 4 and 5 skyrim and elder scrolls 6,1
i wish developers would realize that forced drm and internet connectivity for games is a step backward look at the debacles gt7 and simcity have endured whats the point of paying a full 70 for the game if there is no guarantee you can play it at your leisure especially if this ridiculous requirement is in place for singleplayer modes in my opinion at that point you cant help but wonder if spending time with the game is either fun or just another full time job this is not why people play games,0
when i think about the games i played the last few years i must say that i almost always enjoyed indie titles alot more than big ips so i rather pay 30€ for an indie title that is really inspiring with fresh new ideas than wasting 60€ on a broken aaa title without any innovations,1
i havent bought a game on release for the past 6 years now the gaming industry has changed for a while now and its only getting worse i buy 34 games per year at most and usually heavily discounted quality multiplayer games are a rarity nowadays cod and battlefield lost their way quality single player games are still a thing but are often filled with bugs on release so i wait it out and buy goty editions usually and often second hand gotta love disc edition systems i refuse to fuel bad descions made by money hungry devs or publishers,0
i tend to stick to games made before 2010 as they give the best value and experience feels like games were made for fun rather then rip off the player,1
this video made me a bit sad made me realise how the industry has changed and not for the better i have young children so can’t game like i used to but when i do have time i find myself increasingly drawn back to older games that i’ve played before but adore the vast majority of new games just don’t appeal to me as for the new gen consoles…what’s the point all they seem to be doing is rereleasing older gen games yawn,0
one of the best thing about dude is that he never takes credit for himself when he achieved something he always regular us the audience his team and he is polite in all his video we congratulatiet ourselves on this achievement more to come,1
5317 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is polite in all his videos congratulation ourselves on this achievement more to,1
one of the best thing about dude is that he never takes credit for himself when he achieves something he always respect us the audience and his team and he is polite in all his videos congratulation ourselves on this achievement more to,1
2248 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
1729 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
1032 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
3928 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
3121 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
this man always tries to do something new and extra ordinary and make his audience feel excited for every next video love you,1
assalamualaikum arun bhai love for hyderabad in jahanuma,1
abb arun bhai banainge misaal ganga jamuna tehzeeb ki ,1
love you bhai ,1
bhabi on ,1
love from bidar bhaiya,1
komma bhaiya ,1
agar value mili ho toh subscribe you can also follow my awesome reels on instagram 421gadgets,1
and now thermals are also improved then previous ideapad gaming and this design is best i like it,1
its i7 version is great once it comes around 8082k price,1
best laptop under 80k in lenovo website with 16 gb ram,1
g15 is a better deal or even lenovo 10500h model is also value,1
sorry net issues ki vajay se acchese bye bhi nhi keh paya anyways dhyan rakhna aapna aapna sabhi log milte he 3 din bad stream pe love you all,1
app bhi apna khyal rkhna love from pakistan lahore broo ,1
or koi bat nhi zaiada acha nhi ho rha app sy after 3 days you spent in prepration ,1
isko short stream bolte hai to long kisko khate hai mayur bhai,1
it is insane,1
technically ramp buggy isnt suppose to be used as an offroad vehicle it is a street vehicle thats classified as offroad because its pretty much a buggy with a ramp on its hood to windshield,0
love how inspires generosity also i like that he sees normal people’s reactions all the time so that he never loses sight of what it means to not have money,1
itll be epic if draugur compared with trophy truck than ramp buggy,1
5230 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
909 of the comment here be like ne never fail to make me laugh his contact never disappoint us ,1
i love how he brings joy and laughter to all of us,1
you should do an offroad test with all the trucks in the swamp next to the military base,0
we want some more lovely vlogs from you ron bhai ,1
old ron is back,1
full to enjoy maza aa gaya,1
the return of legend  love u ron bhai big fan,1
hoping 10 m in one month so we can see your vlog with your lovely face ,1
i just love your simplicity and innocence in your vlog ,1
yes ron bhai your vlogs are all loved and amazing plz upload more ,1
where is that u s pizza please give address love from ahmedabad ,1
keep uploading more videos like this its amazing to know about u and about gandhinagard,1
lots of love from kerala  ron bhai,1
i cant beleive how consistent agn has been for years now,0
it’s 4 am and i need to get back to sleep thanks agn,1
great video honestly he never disappoints keep it up agn,1
your intro never gets old ,1
yes just what i needed  love ur vids agn,1
first video i’ve seen and i have to say very satisfying to watch ,1
incredible video incredible channel,1
i love watching asmr to fall asleep at night plus i love playing fortnite but i never knew i’d love them together until i found your channel ,1
i’ve been a fan since 10k i love your videos i watch it every night and day you are a legend and you need 1 million subscribers probably more than that oh wait time to do my step asmr gaming asmr gaming,1
very relaxing video it helped me sleep,1
ive been around for every console generation i remember thinking during the genesisturbografx era snes not out quite yet what games would be like when i was old and the kind of specs they would need obviously i had no idea what the specs really meant back then but i was thinking 256bit lol as for the cpu and 64bit is all we really need for that they have happily progressed faster than i had imagined looking just as good today if not better then i imagined things would look like 2025 years from now the 1990s and early 2000s with the massive clock speed increases and the advent of the gpu were the main things that took us to where we are hardware wise,1
we are an architecture and construction company in chile and we have used unreal engine for a long time and it is the best for realtime visualization  the preview versions of unreal 5 were already spectacular and the best thing is the lighting lumion really changed everything its great that this is being talked about not only in games but also in movies and other experiences like ours there are plenty of tutorials to learn  we did it that way out of fear to learn it,1
i actually home every game system dating back to my atari 2600 i never ever thought games would look this good i cant imagine how they will look 20 years from now with how fast technology keeps moving forward,1
im over the moon hyped for the day before i hope it delivers in the hype like elden ring did if thats even possible for developers other than fromsoft,1
most games these days look mind blowing especially when you can remember when gaming pretty much first started with games like pong etc,1
i think we’ve reached the point that these devs need to come up with better idea and aí for decades now they just been able to make games look better a lot of games are actually worse gameplay wise with stale ideas and dumbed down mechanics than older games,0
these games look insane cant wait to play some of them great list by the way,1
im so glad i built a nice high end rtx 3090 pc a year ago its incredible the amount of eye candy 4k gaming treats us with no wonder its the biggest money making entertainment industry on the planet thanks for those awesome little previews nicely presented too much appreciated,1
අනේ යලුවේ මට උදව්වක් කරන්න මට ඉක්මනට subscribe 150 ගහන්ම පොඩි උදව්වක් දෙන්නකො ,1
wow im impressed think theyve set a new bar with that spec and it being a 42,1
this monitor looks really clean with almost no bezels i like how it’s got a tilt adjustable stand as well nice video,1
my favorite part of this tv 42 is basically tv size is the custom heatsink i dont care too much about the size of the back of the monitor as long as it doesnt dim the brightness constantly,1
great video i think ill still be leaning toward the c2 though as the £400 price difference at the moment is too appealing,1
awesome review what are your thoughts on the picture quality compared to the lg c2 42 does the matte coating make a noticeable difference to the picture quality i want to get a new monitor for work and gaming but not sure if i should get the c2 at a cheaper price this or perhaps wait another year for something new,1
oled gaming wow please compare to the c2 you had as a monitor side by side to see that contrast difference uniform brightness difference etc for those comparing the c2 42 and this love your content,1
thanks for the review i cant wait for your full review my dream spec for a gaming monitor would be pretty close to this 42 inches or so antiglare normal aspect ratio not ultra wide but 1440 200mhz instead of 4k because not even a 3090ti will do anywhere near 4k 138mhz in most decent looking aaa titles anyway if possible i had a couple of suggestions for things to look at over the course of your full review what do resolutions other than 4k look like on the monitor try playing a game in 10801440 and seeing what the monitors scaling is like in the settings what hdr options are available thanks,1
hi spawnpoiint im looking forward to the complete review youre the most thorough and thoughtful reviewer ive seen one thing id like to see in the review is a comparison with a matte screen ideally a sidebyside in different conditions to illustrate the pros and cons and help us decide what coating we prefer dont know if thats feasible for you in any case thanks for the work and enjoy,1
post game depression never really hit me until undertale and now every chapter of deltarune i dont know if its because im getting old and soft or if theyre just that good,0
2nd meme i have tainted such an innocent soul,0
1st meme my dad had gotten me resident evil 4 i had fallen in love with it but my dad saw my explode a granados head and got really surprised at the amount of violence in this 18 rated game,1
the r3 l3 one is so relatable i had a transformers game on the wiiu a while back and it took me months to figure it out,1
as a person who very rarely plays console and hasnt owned one for over 3 years i can very much relate to not knowing where the buttons are my friends are all going ok now just press rt then lt then a and go left and im there constantly checking where the buttons are right top left top a and left,0
i thought it was just me with the end of game depression it hits hard,0
gg well played bro is just killing them with kindness,0
والله متت من الضحك الله يسلم هالايدين ,1
الله يسعدك ابو محمود قديش متنا ضحك مع العيله ,1
when you support someone from start and than u see him on this stage really feeling proud of you guys,1
im using realme 9 5g but its 6128gb varient so its really good performing phonebut there is some issues with updatesbtw decent performance ,1
low and devicelow frame rates recording lag less viewsbut i have faith in my skills will also rise like you ,1
believe or not but poco x3 pro id still king  i am using it from 10 monthsi can play with recording constant 60 fps,1
best gaming phone poco m4 pro 5g on bgmi,1
nice bro,1
nice video bro ,1
thank you po kuya ash kasi na kinin ko lahat para mabilis buti natapps ko na pag mag update para nonoud kita pag na hanap mo mga skin thanks po kiya ash,1
thank you kuya nakuha ko na,1
backroom hunter is back,1
midnight fight express is looking so fun to play ,1
pacman world was wonderful now we just need ms pacmans maze madness if this trend is anything to go by well see it happen in less than 5 years lets go,1
these games look like a lot of fun this time cant wait to try them out when i get enough money,1
pacman world baby wooooooooo,1
love ash great team,1
soul hackers 2 is the right answer the first came out when i was born and now 25 years later the second game is available the stars have aligned perfectly,1
that saints row reboot looked disappointing from the start its a shame it turned out that way in the end we will always have saints row 2 and the third,0
1930 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
4219 im honestly impressed by the time and effort you put into these videos keep it up ,1
2636 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
আজকের ভিডিও টা ভালো হল মিরাজ ভাই।love you,1
we need part 78  love from chittagong ,1
gta5 দেয়ার জন্য ধন্যবাদ। ,1
মিরাজ ভাই তুমাদের ঘরে একদিন জাব।,1
keep up the great content really enjoy it when you play the long drive,1
by far my most favourite series camodo good job all is appreciated ,1
theory karl is trying to help the player but like the mothman it brings destruction and death,0
there are three types of people in this world the ones who prefer gaming the ones who prefer watching videos and the one who spend their day trying to entertain their subscribers thank you camodo you never deceive us keep up the good work  oh and btw you know that you can refill your paint can by pressing “r” on another paint can even if the other can is another color it doesn’t matter,1
theory karl is a creation made by the dev that was supposed to help you but has gone wrong and is trying to hunt the players and scare them,0
gotta love lenovo got the ryzen 5600h version of this laptop with the same 3050 after seeing the positive reviews you guys gave it and i couldnt have been happier it was 700€ in italy at the time paired with my wacom cintiq and a ram upgrade its been the perfect little gaming and digital painting set up,1
people have been going crazy for the gigabyte g5 kd going for a relativelyaffordable price for an i5 11400h and rtx 3060 would be cool to see you guys buy and review it to see how good it is,1
lenovo always been crazy in the budget gaming laptop market my first introduction to pc gaming was a 1080p lenovo with sli 750ms was a killer deal too back when the 7 series was nvidias newest line i remember looking up so many videos about its performance in games weeks before i got it i havent gotten anything lenovo since as i build my own towers now and get much more premium laptops but i will always appreciate and respect what lenovo does,1
nice definitely a great value i still have my old lenovo 960m 4gb gaming laptop i never upgraded it from 8gb of ram and that wouldve been an easy move for more performance now it doesnt make sense as i upgraded to an alienware with a 3080 and 32gb of ram but i still sometimes fire up the lenovo to see what it can do in 2022,1
i just bought this today on best buy for 570 dollars love to see your making a video on it,1
recently bought a lenovo legion laptop for 539 on ebay 4600h 1650 ti 8gb rams and 512ssd never been happier lenovo makes the best bang for the buck laptops also they aren’t to flashy,1
i got an older version of the ideapad gaming 3 with a 1650 but with a ryzen 5600h and a 512gb ssd its an amazing laptop but i bough it at the time last year for 750 not a bargain but a well balanced laptop for work and gaming,1
i have the model from 2019 mine has an i79850h and a mobile gtx 1650 this is a great machine aside from some plastic chipping due to the lid being opened and closed it annoyingly was 1300 with discounts,1
oh boy cant wait to buy it in 2 years when theyre in stock,1
never thought id say this but i got my ps5 today its absolutely breathtaking,1
truly excellent overview concise and informative i genuinely feel better equipped to make my decision regarding the playstation 5 after watching your review appreciate you and your consistently fine work,1
just stumbled upon your channel after successfully ordering a ps5 yesterday through sony direct the anticipation of it getting delivered made me want to watch some unboxings and reviews i came across your channel and immediately clicked because we have the same last name which is neat haha i actually really enjoyed your video it’s informative offers great insight and very professional while maintaining a personal creative nuance thank you,1
i got the controller alone for use on my pc and im shocked that it works so natively well of course none game that i know of uses the trigger gimmick but the soundvibration feedback works like a charm sure it does require some set up but it works,1
i honestly think marques should start a gaming channel only so we can appreciate him enjoying his tech in the way most people will do being very analytical and knowledgeable about tech is a great benefit to those who come to this channel but there is a slight otherworldliness to seeing some talk about tech in a matter of fact way and not seeing them actually use it in a real world environment and showing that they actually enjoy the thing they are criticisingwhich to be fair no one with sense would think he doesnt enjoy his tech but seeing it would be a great addition,1
the controller really is the coolest thing about the ps5 astro’s playroom is insane with the haptics,1
can we take a moment appreciate the level of effort norman put into this video the research facts analysis and narration are top notch i love the visual aspects like magazines figures gone box art and trinkets great job norm,1
being an 80’s baby 90’s kid it just feels like a blessing to have experienced all this first hand,1
this is hands down the best nintendo documentary i have seen in my entire life huge video game fan im 44 now and getting those memories back is awesome along with tones of things i didnt know cheers,1
your documentaries are soooo well written and edited thanks for the great content man,1
i’m in my earlier 40s i’ve found it difficult to go back and still enjoy many of the games from my youth but super mario world still holds up i think it will continue to stand the test of time with the ageless gameplay and level design it’s a masterpiece,1
a fantastic and well made documentary that truly made me feel like a kid again i could feel my 5 year old self anticipating this 16 bit treasure as you were describing the build up to mario worlds launch in america i havent truly felt that way in a long time thank you i think i am going to go play some mario world now,1
first allnighter i had was with a friend playing super mario world will never forget it seeing the artwork in the instructions book that came along brings back so many memories remember how awesome it was when you first discovered the sta rroad the top secret area in the donut ghost house the music in vanilla dome or valley of bowser damn it i wanna play now,1
ive been following you since the start always top quality and youve outdone yourself amazing video thank you,1
showroom end level ,1
2240 best part,1
small mistakes makes video more funny ,1
showroom end level hai yr ,1
i miss chacha old dialogues ary o bhagerat kaisy ho mery betoo ,1
what a new look,1
ông admin game naruto dạo này thấy ít người chơi nên cho thêm one piece cho nó vui,1
2737 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
4157 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
2111 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
3545 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
3229 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,1
bro part2 ,1
the bass line in the beginning really giving me shivers,0
so amasing mix  ive been listening to alot of mix but this one is on top please more,1
your songs are so nice one after another you never tire of listening the more you listen the better you listen and the more you listen the more you want to listen great ,1
awesome mix ,1
excellent ,1
everyone reading this always remember that those who are afraid to try never wins and those who fight always become the champion,1
love it its so very nice,1
this music is amazing,1
love it,1
i like this kind of music very much,1
first time getting into watching the asmr gaming kinda videos been into asmr things for about 5years idk why i havent watched these sooner this was actually super enjoyable and entertaining to watch hell yea loved it,1
i love how he randomly used obama as a trigger word ,1
sometimes i come here to sleep sometimes i come here for commentary sometimes i come here for gameplay you really have it all and i love watching someone who’s passionate abt what they do and is as much of a geek as i am keep up the incredible work d,1
very relaxing video it helped me sleep,1
hello asmr gaming news love ur videoskeep it up,1
hi could you try to make a video in french its my language thanks in advance and keep up the good work ps your videos are very relaxing ,1
very relaxing video it helps me sleep and relax,1
the fake slide is unfair to the defense you pursue that and get penalized as a defender,0
for people complaining on the fake slide it was absolutely legal at the time of the play and was a glaringly awful loophole in the rules it was changed as a direct result of that play,0
345 seein bill get all excited like that describing the play… just let’s you know how exciting and high iq ed reed was in his time him and troy are the best safeties i’ve seen in my lifetime by far,1
im not into sports at all but damn i am so amazed at how these guys can act like one mind with a single thought just incredible cooperation,1
polamalu jumping over the line against the titans is extra smart because he knows that even if hes too early its a flag but just half the distance to the goal theyre already so close to the goal line that it doesnt matter,1
in case you’re wondering why the clock didn’t stop at that obj play the rule states that if you aren’t gaining yards while going out of bounds the clock keeps running this is a great example of obj he can’t just catch but he can run throw kick you name it,1
wow what an incredibly well researched video so many great moments and some i havent even seen before only wish you wouldve included when alex smith hid the ball from the refs but great video nonetheless,1
the fact chris paul knew that rule is impressive,1
what a game of football the passion the fights refereeing decisions all of it this is why we love the premier league,1
passion aggression goals assists push n pulls yellow and red cards celebrations and fights this is something us man utd fan wish to see in our team but can only see in other teams epl at its best moments kudos to the two epl contenders great match,1
the volley was great but cucurella’s cross was also a thing of beauty,1
most exciting game of football i’ve seen in a long time it had everything,1
“conte once a chelsea friend now a devoted foe” that was colddddd ,0
what a goal by koulibaly what a crazy game what a handshake ,1
i dont see many commenting on the foul that took havertz down and led to spurs first goal that should have been a card and a free kick it was clearly a foul in the replay no wonder tuchel was so steamed for the rest of the match,0
imagine youre a manchester fan and you here watching this brilliant game,1
i’m a chelsea fan chelsea vs tottenham are always some of my very favorite match days of the season they never ever fail to excite,1
if this is only the 2nd week of the premiere league i cant wait for what the rest of the season brings the beautiful game the passionate game,1
im 46 years old this music rocks my world,1
i literally ran from my house to the forest near the park that’s near my house and started playing this cause today i felt magical ,1
ive been out of high school for 7 years in may its not very often that i hear a newer song and get sent back to the musical equivalent of me in 2013 ive been trying to do some trauma healing using this song and i think ive made some progress slowly but surely i am starting to love myself again after years of just trying to survive wilist hating myself i may not be happy now but im on the road to being there i dont care if nobody sees this i just know im getting better and thats all that matters,1
why do i start crying every time this plays no reason i just do i love this song,1
this music is amazing god my heart stumbled upon them whilst searching guitar videos for lessons now im playing along,1
i was never good at sports sis we all felt that,0
all her music is just so good like i can relate to most of it and the sounds in her music are so sad yet upbeat and happy ive never heard music like hers in my life and i really like it,1
this song is my go to whenever i feel something this song usually helps me go back to feeling empty thanks,1
i heard this song in a store once and it became one of my favorites i finally found it again love your music beach bunny 3,1
great sound and vibe reminds me of mid80s college radio,1
why am i crying  tee tee was running for her dear life because jamaica was on her tail like lightning amazing race athletes performing at the highest level ,1
so proud of these ladies  they beat a jamaican team with 3 of the best sprinters we’ve ever seen absolutely incredible,1
jenna prandini’s leg was crazy she passed one of the greatest ever sprinters and put the usa in the lead wow,1
tee tee teri is such a sweetheart that face brings me to tears every time jamaica was trying to run her down little baby face teetee go girl go,1
beating thompsonherah fraserpryce and jackson in a single race is massive for any team on any stage,1
wow usa 3 of them are rookies amazing beating the jamaican legends prandini is awesome on the curves all 4 did what they had to do to win,1
when i saw melissa jefferson’s reaction during the announcements i immediately knew usa was going to win she looked dialed in,1
shoutout to my american queens yall deserve everything and more,1
this was such an exciting race the jamaicans are so competitive i love it the germans emotions after making the podium was contagious,1
team jesus  comment down below if your on his winning team ,1
hurdleskicks a man is one of the best calls of all time,1
that marion barber back flip though   rip legend ,1
the funniest part about the baez thing is as soon as javy turned around the first baseman could have turned around and stepped on first and ended the inning,1
124 is a smart move shot clock doesnt move until he touches the ball but the game clock does roll,1
 dp tour tickets available now ,1
all you guys bring me happiness and joy to my days when i watch you,1
i know this video has been out a long time but i can’t get enough of dude perfect,1
just saying that ever since cory shaved them eyebrows he has been straight fire in battles,1
3 years later still not done another annual baseball battle but still love the content keep it up ,1
greatest come back ever  although cory deserved to win ,1
coby always deserves a second chance,1
this quickly turned into very possible moments,1
some people are not only incredibly talented they work hard on their skills and perform what seems impossible stephan curry and tiger woods come to mind right away both work incredibly hard in practice and alone as well,1
054 best teammate in the history of the world he jumped off the bench and was cheering way before the ball went in,1
550 that man knows what he just did was impressive as hell he deserves to feel proud for that,1
110 love the inevitable evan longoria clip but right after that is the volleyball player going into the stands to keep the ball alive i’m surprised that they allowed that ,1
i loved that you added volleyball in this compilation more less popular sports need recognition like cricket dodgeball and badminton,1
incredible performances i just loved all the scenes shown just marvelous,1
i swear every half court shot when the time ends is epic,1
an amazing performance definitely maguires best performance in a united shirt,1
maguire needs a standing ovation for staying out of this one my god a real captains performance for sure,1
i’m not a united fan but when i say this game gave me chills it reassured me why i watch the premier league,1
crazy seeing ronaldo on the bench it’s really the beginning of a new era,1
this defense was really solid i can’t wait to see the addition of casemiro with this coaching and this rebuilt defense we’ll do really good this season,1
the fans were there for the players tonight and they didn’t disappoint,1
this game was very emotional for me the way we have played in recent seasons has been frustrating still early but this could be the start of something great,1
i like to see man utd fans happy they’ve been thru a lot they deserve it,1
this is why we love epl even the games between bottom teams are so exciting,1
liked this video make sure to check out the top 100 sports bloopers of the decade,1
i like the clips where someone makes one of the better plays ive seen and the announcer is like that is definitely one of the best plays this weekend ,1
love the variety but the minneapolis miracle in the 90’s while we got regular season mlb in the top 20… cmon man,1
i forget how much i appreciate the other sports i’m a hockey person but wow baseball the nfl wow even soccer when they’re not crying on the field wow what great athletes,1
you know a canadian made this list when a damn curling highlight makes the cut,0
felicidades es un buen ejemplo 250 sentadillas son unos topgirlsuno muchas y un buen ejercicio 525 se deja ver que hay muy buenos resultados  saludos desde la cd de world  los mortales abian apreciado tan hermosa mujer,1
i played on the field for number 31 i was in the australian juniour league world series team and had alot of memories come back to me from looking at the scenery,1
1442 this is the most painful one on this list if you ask me out of all the premature celebrations out there resulting in losses this ones just different the game was over lol its not like someone tripped you up before getting a touchdown the game is literally over all you do is hold onto the ball for a couple seconds and thats it the washington wizards were up by 3 at that point even if the apposing team has time to foul you you hit just 1 free throw and its over even if you miss both they have to somehow rebound the ball and go for a full court shot to tie the game in an impossible amount of time long story short that throw lost them the game after ot lol just look at his fellow teammates staring at him in total disbelief afterwards gotta be one of the worst throws in sports history,0
910 the game was almost over and was a blowout at that point dallas 52 buffalo 17 yet check out don beebe still giving 100 effort after the game bills owner ralph wilson walked from the owners booth to the locker room and thanked beebe for the play,1
